Client_Num,Card_Category,Annual_Fees,Gender,Activation_30_Days,Customer_Acq_Cost,Week_Start_Date,Week_Num,Qtr,current_year,Credit_Limit,Current Week Revenue,Total_Revolving_Bal,Total_Trans_Amt,Total_Trans_Vol,Avg_Utilization_Ratio,Use Chip,Exp Type,Spending by Category,Interest_Earned,Delinquent_Acc
716869458,Blue,200,Female,1,115,06-11-2023,Week-24,Q2,2023,7440,891529,704,2251,63,0.095,Swipe ,Bills,11166448,607.77,0
716870583,Blue,300,Female,1,58,06-11-2023,Week-24,Q2,2023,2786,891529,1628,2853,55,0.584,Swipe ,Entertainment,7821312,599.13,0
716871633,Blue,245,Male,1,118,06-11-2023,Week-24,Q2,2023,12055,891529,1858,7222,93,0.154,Swipe ,Grocery,7032033,1299.96,0
716873733,Blue,465,Female,1,119,06-11-2023,Week-24,Q2,2023,3556,891529,2517,2639,53,0.708,Chip ,Entertainment,7821312,580.58,0
716875083,Blue,195,Female,0,171,06-11-2023,Week-24,Q2,2023,4152,891529,0,2351,42,0,Swipe ,Grocery,7032033,282.12,0
716877258,Blue,270,Male,0,112,06-11-2023,Week-24,Q2,2023,3968,891529,1374,4641,65,0.346,Chip ,Grocery,7032033,371.28,0
716878533,Blue,100,Female,0,96,06-11-2023,Week-24,Q2,2023,10979,891529,1889,1425,33,0.172,Swipe ,Bills,11166448,199.5,0
716881683,Blue,270,Male,1,75,06-11-2023,Week-24,Q2,2023,3435,891529,2517,5567,51,0.733,Swipe ,Bills,11166448,389.69,0
716882658,Blue,430,Female,1,86,06-11-2023,Week-24,Q2,2023,2986,891529,1632,2141,55,0.547,Swipe ,Entertainment,7821312,363.97,0
716890533,Blue,445,Male,1,172,06-11-2023,Week-24,Q2,2023,2182,891529,1722,5377,86,0.789,Chip ,Fuel,7705253,1398.02,0
716891583,Blue,150,Male,0,78,06-11-2023,Week-24,Q2,2023,1867,891529,970,4537,60,0.52,Swipe ,Grocery,7032033,1315.73,0
716893683,Blue,435,Male,1,99,06-11-2023,Week-24,Q2,2023,14657,891529,2517,6009,53,0.172,Chip ,Travel,4999538,1442.16,0
716894658,Platinum,455,Female,1,94,06-11-2023,Week-24,Q2,2023,8687,891529,1763,16824,123,0.203,Online ,Travel,4999538,2691.84,0
716896833,Blue,500,Female,0,130,06-11-2023,Week-24,Q2,2023,11373,891529,1319,1976,35,0.116,Swipe ,Entertainment,7821312,434.72,0
716899233,Gold,355,Male,0,128,06-11-2023,Week-24,Q2,2023,15987,891529,1965,4542,70,0.123,Chip ,Grocery,7032033,1044.66,0
716900433,Blue,250,Female,1,94,06-11-2023,Week-24,Q2,2023,2540,891529,1402,2384,61,0.552,Swipe ,Entertainment,7821312,500.64,0
716901858,Blue,95,Female,1,118,06-11-2023,Week-24,Q2,2023,1438,891529,0,3691,77,0,Online ,Bills,11166448,332.19,0
716905158,Blue,395,Male,1,59,06-11-2023,Week-24,Q2,2023,21815,891529,0,3904,72,0,Chip ,Food,6808437,663.68,0
716908158,Blue,445,Female,1,107,06-11-2023,Week-24,Q2,2023,8260,891529,2517,3299,64,0.305,Swipe ,Bills,11166448,494.85,0
716909283,Blue,140,Female,1,87,06-11-2023,Week-24,Q2,2023,30655,891529,0,3280,78,0,Swipe ,Fuel,7705253,328,0
716911608,Blue,480,Female,1,84,06-11-2023,Week-24,Q2,2023,1536,891529,1017,3816,71,0.662,Online ,Bills,11166448,381.6,0
716915133,Blue,220,Male,0,75,06-11-2023,Week-24,Q2,2023,1696,891529,0,4397,70,0,Chip ,Grocery,7032033,1275.13,0
716918508,Blue,440,Female,0,120,06-11-2023,Week-24,Q2,2023,3770,891529,1197,1602,49,0.318,Swipe ,Bills,11166448,432.54,0
716919633,Blue,420,Male,0,42,06-11-2023,Week-24,Q2,2023,2406,891529,0,4450,73,0,Swipe ,Food,6808437,1068,0
716920908,Blue,110,Female,1,51,06-11-2023,Week-24,Q2,2023,5738,891529,1112,1922,48,0.194,Swipe ,Bills,11166448,403.62,0
716922633,Blue,455,Female,1,102,06-11-2023,Week-24,Q2,2023,4043,891529,2517,2600,47,0.623,Swipe ,Bills,11166448,650,0
716924058,Blue,195,Female,0,51,06-11-2023,Week-24,Q2,2023,6175,891529,1166,1417,25,0.189,Swipe ,Bills,11166448,269.23,0
716924958,Blue,175,Female,1,43,06-11-2023,Week-24,Q2,2023,6812,891529,1926,2288,48,0.283,Chip ,Bills,11166448,274.56,0
716926758,Blue,460,Female,1,112,06-11-2023,Week-24,Q2,2023,1965,891529,0,4268,91,0,Swipe ,Fuel,7705253,981.64,0
716929233,Blue,175,Male,0,115,06-11-2023,Week-24,Q2,2023,5182,891529,1607,5235,92,0.31,Chip ,Grocery,7032033,994.65,0
716930133,Blue,125,Male,1,93,06-11-2023,Week-24,Q2,2023,1824,891529,0,4594,86,0,Swipe ,Food,6808437,505.34,0
716931183,Blue,175,Female,1,99,06-11-2023,Week-24,Q2,2023,7560,891529,788,4296,68,0.104,Chip ,Bills,11166448,300.72,0
716932308,Blue,250,Male,1,114,06-11-2023,Week-24,Q2,2023,4693,891529,634,4460,79,0.135,Chip ,Grocery,7032033,892,0
716933283,Gold,390,Male,1,59,06-11-2023,Week-24,Q2,2023,34516,891529,1882,14738,116,0.055,Chip ,Entertainment,7821312,2210.7,0
716934333,Blue,175,Female,1,113,06-11-2023,Week-24,Q2,2023,13306,891529,2458,3556,68,0.185,Swipe ,Bills,11166448,320.04,0
716938383,Blue,125,Female,0,81,06-11-2023,Week-24,Q2,2023,34516,891529,0,3811,61,0,Swipe ,Fuel,7705253,1028.97,0
716939358,Blue,125,Male,0,59,06-11-2023,Week-24,Q2,2023,14622,891529,0,4632,67,0,Online ,Entertainment,7821312,1111.68,0
716944983,Blue,125,Female,1,76,06-11-2023,Week-24,Q2,2023,24172,891529,2517,1658,27,0.104,Swipe ,Bills,11166448,99.48,0
716947083,Blue,245,Male,1,163,06-11-2023,Week-24,Q2,2023,3845,891529,1871,14593,110,0.487,Swipe ,Bills,11166448,1313.37,0
716948283,Blue,95,Female,1,94,06-11-2023,Week-24,Q2,2023,9890,891529,0,3497,69,0,Swipe ,Entertainment,7821312,874.25,0
716950758,Blue,220,Female,0,163,06-11-2023,Week-24,Q2,2023,8017,891529,0,1657,43,0,Swipe ,Grocery,7032033,231.98,0
716951658,Blue,250,Female,1,94,06-11-2023,Week-24,Q2,2023,5536,891529,0,4281,82,0,Swipe ,Fuel,7705253,1070.25,0
716953083,Blue,270,Female,0,120,06-11-2023,Week-24,Q2,2023,2046,891529,1260,4228,81,0.616,Swipe ,Bills,11166448,930.16,0
716955783,Blue,400,Male,1,83,06-11-2023,Week-24,Q2,2023,16026,891529,1160,4418,59,0.072,Chip ,Bills,11166448,1281.22,0
716959833,Blue,430,Female,1,84,06-11-2023,Week-24,Q2,2023,3534,891529,0,3973,66,0,Swipe ,Fuel,7705253,953.52,0
716961033,Blue,405,Female,1,74,06-11-2023,Week-24,Q2,2023,3520,891529,2149,3630,78,0.611,Swipe ,Travel,4999538,834.9,0
716961933,Blue,285,Female,0,103,06-11-2023,Week-24,Q2,2023,3589,891529,1808,4262,70,0.504,Chip ,Entertainment,7821312,298.34,0
716963283,Blue,100,Female,1,95,06-11-2023,Week-24,Q2,2023,3165,891529,2517,2751,49,0.795,Swipe ,Bills,11166448,330.12,0
716966808,Blue,175,Female,1,93,06-11-2023,Week-24,Q2,2023,11722,891529,1667,1497,35,0.142,Swipe ,Bills,11166448,299.4,0
716968683,Blue,430,Male,1,89,06-11-2023,Week-24,Q2,2023,11287,891529,1513,5157,72,0.134,Swipe ,Entertainment,7821312,567.27,0
716971833,Blue,475,Male,1,59,06-11-2023,Week-24,Q2,2023,13126,891529,0,4496,61,0,Swipe ,Fuel,7705253,719.36,0
716973333,Blue,390,Male,0,93,06-11-2023,Week-24,Q2,2023,4642,891529,1676,5080,76,0.361,Swipe ,Fuel,7705253,1473.2,0
716974383,Blue,175,Female,0,117,06-11-2023,Week-24,Q2,2023,2491,891529,1979,1911,35,0.794,Online ,Grocery,7032033,305.76,0
716975583,Blue,200,Male,0,95,06-11-2023,Week-24,Q2,2023,2471,891529,1658,4406,62,0.671,Swipe ,Grocery,7032033,1277.74,0
716977758,Blue,430,Female,1,105,06-11-2023,Week-24,Q2,2023,3675,891529,2517,1913,35,0.685,Swipe ,Grocery,7032033,172.17,0
716979183,Gold,345,Female,0,106,06-11-2023,Week-24,Q2,2023,17646,891529,1396,15527,106,0.079,Swipe ,Bills,11166448,4502.83,0
716981358,Blue,355,Male,0,94,06-11-2023,Week-24,Q2,2023,2107,891529,941,4858,73,0.447,Chip ,Grocery,7032033,485.8,0
716982483,Blue,405,Male,1,97,06-11-2023,Week-24,Q2,2023,1438,891529,0,4497,79,0,Chip ,Food,6808437,1169.22,0
716984658,Blue,490,Female,1,76,06-11-2023,Week-24,Q2,2023,34516,891529,0,1106,31,0,Swipe ,Bills,11166448,210.14,0
716986458,Blue,110,Male,1,90,06-11-2023,Week-24,Q2,2023,9766,891529,1575,7605,101,0.161,Swipe ,Bills,11166448,988.65,0
716987358,Blue,465,Male,1,119,06-11-2023,Week-24,Q2,2023,8022,891529,0,5660,59,0,Online ,Entertainment,7821312,339.6,0
716988633,Blue,200,Male,0,115,06-11-2023,Week-24,Q2,2023,9734,891529,0,1476,38,0,Swipe ,Bills,11166448,162.36,0
716989683,Blue,275,Female,1,118,06-11-2023,Week-24,Q2,2023,4480,891529,2465,3331,74,0.55,Chip ,Fuel,7705253,599.58,0
716990883,Blue,425,Male,1,117,06-11-2023,Week-24,Q2,2023,16033,891529,766,15260,115,0.048,Chip ,Travel,4999538,915.6,0
716991933,Blue,280,Female,0,98,06-11-2023,Week-24,Q2,2023,9786,891529,0,820,25,0,Swipe ,Fuel,7705253,139.4,0
716993058,Blue,300,Female,0,73,06-11-2023,Week-24,Q2,2023,24589,891529,1640,4291,78,0.067,Swipe ,Entertainment,7821312,944.02,0
716995083,Blue,100,Female,1,78,06-11-2023,Week-24,Q2,2023,2650,891529,1049,4218,64,0.396,Chip ,Entertainment,7821312,632.7,0
716996583,Blue,360,Female,0,67,06-11-2023,Week-24,Q2,2023,3073,891529,1792,1734,35,0.583,Swipe ,Bills,11166448,277.44,0
716998608,Blue,490,Female,0,82,06-11-2023,Week-24,Q2,2023,6703,891529,1252,1843,44,0.187,Swipe ,Entertainment,7821312,184.3,0
716999883,Blue,300,Female,1,77,06-11-2023,Week-24,Q2,2023,15897,891529,1437,1405,43,0.09,Swipe ,Bills,11166448,112.4,0
717000858,Blue,450,Female,0,48,06-11-2023,Week-24,Q2,2023,2683,891529,1738,2274,52,0.648,Online ,Bills,11166448,613.98,0
717001908,Blue,100,Female,0,152,06-11-2023,Week-24,Q2,2023,6936,891529,0,2874,44,0,Online ,Fuel,7705253,747.24,0
717004533,Blue,325,Male,1,63,06-11-2023,Week-24,Q2,2023,4790,891529,1189,4544,81,0.248,Swipe ,Food,6808437,636.16,0
717006333,Blue,190,Female,1,116,06-11-2023,Week-24,Q2,2023,1438,891529,1133,1935,41,0.788,Swipe ,Bills,11166448,561.15,0
717007458,Blue,300,Female,0,43,06-11-2023,Week-24,Q2,2023,2457,891529,1051,3256,71,0.428,Swipe ,Entertainment,7821312,293.04,0
717008358,Blue,420,Male,1,153,06-11-2023,Week-24,Q2,2023,6540,891529,0,7919,88,0,Swipe ,Travel,4999538,791.9,0
717011958,Blue,200,Male,0,76,06-11-2023,Week-24,Q2,2023,1438,891529,0,4494,82,0,Swipe ,Fuel,7705253,1258.32,0
717013383,Blue,335,Female,1,76,06-11-2023,Week-24,Q2,2023,31258,891529,1518,2866,53,0.049,Swipe ,Travel,4999538,257.94,0
717015333,Blue,415,Female,0,94,06-11-2023,Week-24,Q2,2023,2717,891529,1953,3974,70,0.719,Swipe ,Fuel,7705253,993.5,0
717016833,Blue,355,Male,0,82,06-11-2023,Week-24,Q2,2023,1438,891529,0,4282,69,0,Chip ,Fuel,7705253,856.4,0
717017808,Blue,250,Male,0,77,06-11-2023,Week-24,Q2,2023,9065,891529,641,4693,83,0.071,Swipe ,Fuel,7705253,563.16,0
717022533,Blue,200,Male,1,85,06-11-2023,Week-24,Q2,2023,2283,891529,0,4088,66,0,Swipe ,Bills,11166448,1185.52,0
717023508,Blue,200,Male,1,90,06-11-2023,Week-24,Q2,2023,2667,891529,1551,4883,85,0.582,Chip ,Travel,4999538,732.45,0
717026658,Blue,365,Female,1,74,06-11-2023,Week-24,Q2,2023,1897,891529,0,2866,47,0,Swipe ,Entertainment,7821312,716.5,0
717028158,Blue,140,Male,1,103,06-11-2023,Week-24,Q2,2023,12163,891529,2082,2649,56,0.171,Swipe ,Bills,11166448,715.23,0
717030633,Blue,300,Female,1,46,06-11-2023,Week-24,Q2,2023,2369,891529,1405,3034,51,0.593,Swipe ,Entertainment,7821312,758.5,0
717035283,Blue,195,Female,1,114,06-11-2023,Week-24,Q2,2023,2445,891529,848,2216,39,0.347,Online ,Bills,11166448,288.08,0
717036408,Blue,275,Male,1,90,06-11-2023,Week-24,Q2,2023,4685,891529,1626,4560,81,0.347,Chip ,Entertainment,7821312,820.8,0
717038733,Blue,125,Female,0,116,06-11-2023,Week-24,Q2,2023,2253,891529,1375,1324,38,0.61,Swipe ,Travel,4999538,158.88,0
717042333,Blue,390,Female,1,82,06-11-2023,Week-24,Q2,2023,1473,891529,0,2836,48,0,Swipe ,Bills,11166448,737.36,0
717045033,Blue,295,Male,0,105,06-11-2023,Week-24,Q2,2023,8459,891529,757,4677,87,0.089,Chip ,Entertainment,7821312,280.62,0
717047583,Blue,100,Male,0,69,06-11-2023,Week-24,Q2,2023,4779,891529,2517,8912,63,0.527,Swipe ,Food,6808437,534.72,0
717049533,Blue,100,Female,1,91,06-11-2023,Week-24,Q2,2023,7262,891529,1466,1438,28,0.202,Swipe ,Bills,11166448,201.32,0
717050883,Blue,250,Male,1,122,06-11-2023,Week-24,Q2,2023,2688,891529,1617,4183,71,0.602,Chip ,Entertainment,7821312,1045.75,0
717052158,Blue,370,Female,1,81,06-11-2023,Week-24,Q2,2023,21718,891529,2386,3492,66,0.11,Swipe ,Bills,11166448,1012.68,0
717060858,Blue,300,Male,1,116,06-11-2023,Week-24,Q2,2023,6911,891529,2517,8123,71,0.364,Chip ,Food,6808437,1380.91,0
717066408,Blue,420,Female,1,87,06-11-2023,Week-24,Q2,2023,5550,891529,1518,2540,62,0.274,Online ,Grocery,7032033,431.8,0
717069033,Blue,250,Male,1,94,06-11-2023,Week-24,Q2,2023,4829,891529,1153,4778,65,0.239,Swipe ,Food,6808437,668.92,0
717072108,Blue,435,Female,0,93,06-11-2023,Week-24,Q2,2023,2762,891529,0,2571,44,0,Swipe ,Food,6808437,668.46,0
717073308,Blue,190,Male,1,84,06-11-2023,Week-24,Q2,2023,2679,891529,727,4804,78,0.271,Chip ,Grocery,7032033,1249.04,0
717074283,Blue,270,Female,0,71,6/18/2023,Week-25,Q2,2023,17678,899730,0,2566,49,0,Chip ,Fuel,7705253,667.16,0
717076458,Blue,95,Female,1,72,6/18/2023,Week-25,Q2,2023,8155,899730,1178,14955,102,0.144,Swipe ,Bills,11166448,4037.85,0
717078933,Blue,295,Female,1,69,6/18/2023,Week-25,Q2,2023,4205,899730,2517,4256,69,0.599,Chip ,Entertainment,7821312,936.32,0
717081483,Silver,125,Male,0,156,6/18/2023,Week-25,Q2,2023,25187,899730,2209,16606,96,0.088,Chip ,Travel,4999538,4483.62,0
717084708,Blue,385,Male,0,72,6/18/2023,Week-25,Q2,2023,2484,899730,1543,3802,68,0.621,Chip ,Entertainment,7821312,1064.56,0
717085983,Blue,125,Female,0,107,6/18/2023,Week-25,Q2,2023,3299,899730,2517,4312,84,0.763,Swipe ,Entertainment,7821312,431.2,0
717087858,Blue,200,Female,0,86,6/18/2023,Week-25,Q2,2023,2146,899730,967,4253,74,0.451,Swipe ,Food,6808437,467.83,0
717090183,Blue,300,Female,1,113,6/18/2023,Week-25,Q2,2023,21697,899730,2144,2117,48,0.099,Swipe ,Bills,11166448,338.72,0
717091533,Blue,200,Female,1,119,6/18/2023,Week-25,Q2,2023,13613,899730,1172,4253,84,0.086,Chip ,Grocery,7032033,467.83,0
717093858,Blue,335,Male,1,99,6/18/2023,Week-25,Q2,2023,2154,899730,1490,3664,63,0.692,Chip ,Fuel,7705253,439.68,0
717094758,Blue,295,Male,0,95,6/18/2023,Week-25,Q2,2023,8823,899730,0,4453,84,0,Chip ,Bills,11166448,846.07,0
717095733,Blue,300,Male,0,60,6/18/2023,Week-25,Q2,2023,3212,899730,2517,4284,69,0.784,Online ,Fuel,7705253,428.4,0
717096858,Blue,345,Male,1,67,6/18/2023,Week-25,Q2,2023,6492,899730,719,4828,78,0.111,Swipe ,Grocery,7032033,1062.16,0
717098208,Blue,445,Male,0,83,6/18/2023,Week-25,Q2,2023,5848,899730,950,1961,51,0.162,Swipe ,Entertainment,7821312,156.88,0
717099408,Blue,345,Male,0,72,6/18/2023,Week-25,Q2,2023,10529,899730,0,4583,87,0,Chip ,Entertainment,7821312,916.6,0
717100833,Blue,385,Female,1,55,6/18/2023,Week-25,Q2,2023,3148,899730,0,1401,31,0,Swipe ,Food,6808437,126.09,0
717103758,Blue,325,Female,0,133,6/18/2023,Week-25,Q2,2023,18550,899730,0,2616,42,0,Online ,Travel,4999538,313.92,0
717105258,Blue,475,Female,1,114,6/18/2023,Week-25,Q2,2023,3992,899730,1289,2181,32,0.323,Swipe ,Fuel,7705253,196.29,0
717107808,Blue,125,Male,1,105,6/18/2023,Week-25,Q2,2023,1438,899730,1218,4600,76,0.847,Swipe ,Grocery,7032033,1150,0
717109983,Blue,175,Male,1,58,6/18/2023,Week-25,Q2,2023,2275,899730,2138,7768,83,0.94,Swipe ,Fuel,7705253,2252.72,0
717112533,Blue,285,Female,1,108,6/18/2023,Week-25,Q2,2023,6946,899730,0,4058,88,0,Chip ,Entertainment,7821312,689.86,0
717114708,Blue,245,Male,1,91,6/18/2023,Week-25,Q2,2023,2991,899730,1830,4414,77,0.612,Swipe ,Bills,11166448,750.38,0
717121758,Blue,275,Male,0,80,6/18/2023,Week-25,Q2,2023,3008,899730,2517,4627,68,0.837,Swipe ,Fuel,7705253,555.24,0
717123858,Blue,365,Female,0,116,6/18/2023,Week-25,Q2,2023,3635,899730,1617,4045,62,0.445,Chip ,Fuel,7705253,849.45,0
717124983,Blue,480,Female,1,68,6/18/2023,Week-25,Q2,2023,4760,899730,0,1459,20,0,Swipe ,Grocery,7032033,116.72,0
717125958,Blue,415,Male,0,69,6/18/2023,Week-25,Q2,2023,2652,899730,1581,4747,80,0.596,Swipe ,Grocery,7032033,949.4,0
717127083,Blue,360,Female,0,110,6/18/2023,Week-25,Q2,2023,15017,899730,1733,2076,58,0.115,Online ,Bills,11166448,539.76,0
717128283,Blue,225,Female,1,93,6/18/2023,Week-25,Q2,2023,5525,899730,2409,2305,33,0.436,Swipe ,Grocery,7032033,184.4,0
717129333,Blue,380,Male,1,93,6/18/2023,Week-25,Q2,2023,1438,899730,0,4434,73,0,Chip ,Bills,11166448,1019.82,0
717130383,Blue,100,Female,0,117,6/18/2023,Week-25,Q2,2023,2334,899730,707,1386,30,0.303,Swipe ,Grocery,7032033,304.92,0
717131283,Blue,125,Male,0,161,6/18/2023,Week-25,Q2,2023,6034,899730,1579,4712,67,0.262,Chip ,Fuel,7705253,376.96,1
717132633,Blue,295,Female,1,105,6/18/2023,Week-25,Q2,2023,7348,899730,1466,3066,61,0.2,Swipe ,Entertainment,7821312,459.9,1
717134058,Blue,250,Male,1,70,6/18/2023,Week-25,Q2,2023,5018,899730,1131,4028,81,0.225,Swipe ,Fuel,7705253,241.68,1
717135333,Blue,280,Male,1,88,6/18/2023,Week-25,Q2,2023,17970,899730,1390,13204,97,0.077,Chip ,Bills,11166448,792.24,1
717136533,Blue,285,Male,0,102,6/18/2023,Week-25,Q2,2023,2586,899730,835,4883,73,0.323,Swipe ,Entertainment,7821312,1171.92,1
717138558,Blue,465,Female,1,100,6/18/2023,Week-25,Q2,2023,3665,899730,0,1813,31,0,Swipe ,Bills,11166448,126.91,1
717139608,Blue,300,Male,0,89,6/18/2023,Week-25,Q2,2023,3462,899730,1817,4635,65,0.525,Chip ,Bills,11166448,1112.4,0
717140733,Blue,150,Male,0,76,6/18/2023,Week-25,Q2,2023,6616,899730,831,9065,85,0.126,Swipe ,Fuel,7705253,1269.1,0
717141858,Blue,285,Female,1,78,6/18/2023,Week-25,Q2,2023,13904,899730,625,3151,67,0.045,Swipe ,Entertainment,7821312,598.69,0
717146208,Blue,125,Female,1,70,6/18/2023,Week-25,Q2,2023,4257,899730,2517,2828,50,0.591,Swipe ,Grocery,7032033,452.48,0
717147708,Blue,455,Male,0,73,6/18/2023,Week-25,Q2,2023,3650,899730,1270,4250,81,0.348,Swipe ,Food,6808437,552.5,0
717151383,Blue,125,Female,1,109,6/18/2023,Week-25,Q2,2023,2568,899730,1603,3616,85,0.624,Swipe ,Grocery,7032033,1012.48,0
717159858,Blue,270,Female,1,68,6/18/2023,Week-25,Q2,2023,2730,899730,1351,2319,61,0.495,Swipe ,Bills,11166448,185.52,0
717166383,Blue,325,Male,0,85,6/18/2023,Week-25,Q2,2023,2166,899730,1465,5097,82,0.676,Swipe ,Bills,11166448,1478.13,0
717167283,Blue,270,Female,0,87,6/18/2023,Week-25,Q2,2023,9165,899730,0,1846,56,0,Swipe ,Bills,11166448,424.58,0
717171408,Blue,200,Female,0,106,6/18/2023,Week-25,Q2,2023,9959,899730,0,2021,41,0,Swipe ,Travel,4999538,222.31,0
717172308,Blue,425,Female,0,104,6/18/2023,Week-25,Q2,2023,3304,899730,0,1731,32,0,Chip ,Grocery,7032033,294.27,0
717173358,Blue,245,Male,0,103,6/18/2023,Week-25,Q2,2023,9502,899730,1881,14418,100,0.198,Swipe ,Food,6808437,1297.62,0
717174558,Blue,225,Male,1,148,6/18/2023,Week-25,Q2,2023,9129,899730,0,7733,81,0,Swipe ,Travel,4999538,2242.57,0
717176508,Blue,200,Female,1,84,6/18/2023,Week-25,Q2,2023,2656,899730,1166,4171,80,0.439,Online ,Grocery,7032033,333.68,0
717177783,Silver,125,Female,1,87,6/18/2023,Week-25,Q2,2023,13313,899730,0,15549,121,0,Swipe ,Fuel,7705253,3109.8,0
717179508,Blue,345,Male,0,86,6/18/2023,Week-25,Q2,2023,2382,899730,1565,4011,68,0.657,Chip ,Grocery,7032033,922.53,0
717180633,Blue,460,Female,1,63,6/18/2023,Week-25,Q2,2023,2483,899730,1372,1704,35,0.553,Swipe ,Entertainment,7821312,255.6,0
717181833,Silver,125,Female,0,97,6/18/2023,Week-25,Q2,2023,10190,899730,891,3768,59,0.087,Swipe ,Fuel,7705253,226.08,0
717182883,Blue,430,Male,1,109,6/18/2023,Week-25,Q2,2023,2279,899730,1432,4169,74,0.628,Swipe ,Fuel,7705253,333.52,0
717185658,Blue,365,Male,1,100,6/18/2023,Week-25,Q2,2023,22754,899730,0,8531,77,0,Chip ,Travel,4999538,511.86,0
717189183,Blue,150,Female,1,116,6/18/2023,Week-25,Q2,2023,10467,899730,1961,2665,65,0.187,Swipe ,Entertainment,7821312,559.65,0
717190533,Blue,330,Female,1,116,6/18/2023,Week-25,Q2,2023,12938,899730,661,1282,32,0.051,Swipe ,Entertainment,7821312,115.38,0
717192933,Blue,480,Female,0,119,6/18/2023,Week-25,Q2,2023,8302,899730,2517,1576,34,0.303,Swipe ,Bills,11166448,441.28,0
717195933,Blue,190,Female,1,60,6/18/2023,Week-25,Q2,2023,5298,899730,0,2431,37,0,Chip ,Entertainment,7821312,340.34,0
717198633,Blue,295,Female,1,90,6/18/2023,Week-25,Q2,2023,2075,899730,1469,2556,49,0.708,Swipe ,Bills,11166448,664.56,0
717200508,Blue,175,Male,0,145,6/18/2023,Week-25,Q2,2023,3056,899730,2038,4734,73,0.667,Chip ,Entertainment,7821312,1230.84,0
717202083,Blue,360,Male,0,72,6/18/2023,Week-25,Q2,2023,7077,899730,0,2619,41,0,Chip ,Grocery,7032033,471.42,0
717202908,Blue,345,Male,1,94,6/18/2023,Week-25,Q2,2023,34198,899730,1804,4270,59,0.053,Chip ,Fuel,7705253,1238.3,0
717203958,Blue,450,Female,1,86,6/18/2023,Week-25,Q2,2023,11512,899730,988,1842,32,0.086,Online ,Fuel,7705253,221.04,0
717206508,Blue,245,Female,1,85,6/18/2023,Week-25,Q2,2023,2798,899730,1806,1543,35,0.645,Swipe ,Entertainment,7821312,123.44,0
717207408,Blue,150,Female,1,83,6/18/2023,Week-25,Q2,2023,12512,899730,666,2995,60,0.053,Swipe ,Bills,11166448,329.45,0
717208833,Blue,440,Female,1,162,6/18/2023,Week-25,Q2,2023,1576,899730,0,2703,56,0,Swipe ,Entertainment,7821312,324.36,0
717211608,Blue,125,Male,0,83,6/18/2023,Week-25,Q2,2023,4975,899730,1221,4776,68,0.245,Swipe ,Bills,11166448,477.6,0
717212958,Blue,455,Female,1,118,6/18/2023,Week-25,Q2,2023,3046,899730,2415,3153,57,0.793,Chip ,Entertainment,7821312,315.3,0
717214158,Blue,320,Female,1,105,6/18/2023,Week-25,Q2,2023,9815,899730,0,15475,94,0,Chip ,Travel,4999538,2011.75,0
717217983,Blue,450,Male,1,80,6/18/2023,Week-25,Q2,2023,3143,899730,2517,5409,79,0.801,Swipe ,Food,6808437,432.72,0
717219933,Blue,250,Female,1,111,6/18/2023,Week-25,Q2,2023,2402,899730,628,1930,48,0.261,Swipe ,Entertainment,7821312,559.7,0
717222033,Blue,470,Female,0,72,6/18/2023,Week-25,Q2,2023,1647,899730,1198,4272,76,0.727,Swipe ,Entertainment,7821312,1068,0
717225258,Blue,330,Female,0,116,6/18/2023,Week-25,Q2,2023,13655,899730,1048,2383,59,0.077,Swipe ,Bills,11166448,524.26,0
717229158,Blue,430,Female,1,95,6/18/2023,Week-25,Q2,2023,1628,899730,969,1893,15,0.595,Swipe ,Travel,4999538,492.18,0
717231558,Blue,465,Male,0,113,6/18/2023,Week-25,Q2,2023,3002,899730,1446,4851,74,0.482,Swipe ,Bills,11166448,1067.22,0
717233058,Blue,175,Female,0,97,6/18/2023,Week-25,Q2,2023,5540,899730,1240,1524,31,0.224,Swipe ,Bills,11166448,167.64,0
717234183,Blue,140,Female,1,94,6/18/2023,Week-25,Q2,2023,2710,899730,629,1718,37,0.232,Swipe ,Bills,11166448,292.06,0
717237708,Blue,150,Male,1,104,6/18/2023,Week-25,Q2,2023,14265,899730,1878,3982,58,0.132,Swipe ,Grocery,7032033,995.5,0
717239133,Blue,445,Female,0,102,6/18/2023,Week-25,Q2,2023,10317,899730,642,3939,60,0.062,Swipe ,Bills,11166448,669.63,0
717241233,Blue,400,Male,1,161,6/18/2023,Week-25,Q2,2023,6089,899730,1341,14112,123,0.22,Chip ,Travel,4999538,1693.44,0
717242058,Blue,100,Female,1,58,6/18/2023,Week-25,Q2,2023,3981,899730,0,2134,42,0,Swipe ,Grocery,7032033,298.76,0
717244683,Blue,250,Male,1,116,6/18/2023,Week-25,Q2,2023,21922,899730,1467,7409,89,0.067,Swipe ,Food,6808437,3778.16,0
717247383,Blue,195,Male,1,69,6/18/2023,Week-25,Q2,2023,7514,899730,0,4789,69,0,Swipe ,Food,6808437,1053.58,0
717248583,Silver,300,Male,0,125,6/18/2023,Week-25,Q2,2023,11362,899730,1871,7849,88,0.165,Swipe ,Fuel,7705253,2276.21,0
717249783,Blue,470,Female,0,119,6/18/2023,Week-25,Q2,2023,1815,899730,740,1931,67,0.408,Swipe ,Travel,4999538,308.96,0
717251508,Blue,245,Male,0,142,6/18/2023,Week-25,Q2,2023,34516,899730,0,14127,116,0,Chip ,Travel,4999538,847.62,0
