Client_Num,Customer_Age,Age_Group,Gender,Dependent_Count,Education_Level,Marital_Status,state_cd,Zipcode,Car_Owner,House_Owner,Personal_loan,contact,Customer_Job,Income,Income Group,Cust_Satisfaction_Score,Cust Satisfaction Score
717136533,49,46-60,Male,3,Post-Graduate,Married,TX,91750,no,no,no,cellular,Businessman,83191,High,3,Satisfied
717138558,56,46-60,Female,5,Graduate,Single,NY,91750,yes,yes,no,unknown,Blue-collar,16308,Low,3,Satisfied
717139608,56,46-60,Male,2,Doctorate,Married,IL,91750,yes,no,no,cellular,Govt,72089,High,5,Unknown
717140733,48,46-60,Male,3,Graduate,Married,NY,91750,yes,no,no,cellular,White-collar,117822,High,3,Satisfied
717141858,52,46-60,Female,2,High School,Single,CA,91750,no,yes,no,unknown,Govt,35126,Medium,2,Neutral
717146208,51,46-60,Female,1,High School,Married,NY,91750,no,no,no,cellular,Businessman,32804,Medium,5,Unknown
717147708,61,60+,Male,0,Graduate,Married,CA,91750,no,no,no,cellular,Blue-collar,55182,Medium,5,Unknown
717151383,37,36-45,Female,2,High School,Single,CA,91750,no,yes,no,cellular,Blue-collar,39388,Medium,2,Neutral
717159858,42,36-45,Female,3,High School,Single,TX,91750,no,yes,yes,cellular,Retirees,25594,Low,3,Satisfied
717166383,37,36-45,Male,1,Graduate,Single,NY,91750,yes,no,no,cellular,White-collar,92969,High,5,Unknown
717167283,45,36-45,Female,4,Graduate,Single,CA,91750,no,no,no,cellular,Govt,16999,Low,2,Neutral
717171408,37,36-45,Female,3,High School,Single,NY,91750,no,yes,yes,unknown,Blue-collar,20287,Low,5,Unknown
717172308,29,26-35,Female,1,Unknown,Unknown,CA,91750,no,yes,no,cellular,Selfemployeed,14975,Low,3,Satisfied
717173358,21,18-25,Male,2,Unknown,Married,TX,91750,yes,yes,no,unknown,White-collar,167714,High,5,Unknown
717174558,44,36-45,Male,4,Unknown,Single,TX,91750,yes,no,no,cellular,Businessman,107382,High,2,Neutral
717176508,49,46-60,Female,5,Graduate,Single,CA,91750,yes,yes,yes,cellular,White-collar,52498,Medium,3,Satisfied
717177783,53,46-60,Female,2,High School,Married,NJ,91750,no,no,no,cellular,Businessman,216587,High,5,Unknown
717179508,54,46-60,Male,2,Uneducated,Single,NY,91750,no,no,no,cellular,Blue-collar,47540,Medium,3,Satisfied
717180633,46,46-60,Female,0,Graduate,Single,TX,91750,no,no,no,cellular,Selfemployeed,14975,Low,2,Neutral
717181833,52,46-60,Female,2,Graduate,Married,MI,91750,no,yes,yes,cellular,Businessman,41791,Medium,2,Neutral
717182883,65,60+,Male,1,Uneducated,Married,NY,91750,no,no,no,cellular,Businessman,52403,Medium,5,Unknown
717185658,48,46-60,Male,3,Doctorate,Married,FL,91750,yes,no,no,cellular,Businessman,114989,High,2,Neutral
717189183,42,36-45,Female,4,Uneducated,Single,NY,91750,yes,no,no,cellular,Blue-collar,31323,Medium,3,Satisfied
717190533,50,46-60,Female,3,Uneducated,Married,CA,91750,yes,yes,yes,telephone,Selfemployeed,11204,Low,2,Neutral
717192933,48,46-60,Female,3,Graduate,Single,FL,91750,no,no,no,cellular,Selfemployeed,14975,Low,3,Satisfied
717195933,43,36-45,Female,4,Graduate,Married,NV,91750,yes,no,no,unknown,White-collar,27379,Low,3,Satisfied
717198633,42,36-45,Female,5,Graduate,Married,CA,91750,no,yes,no,cellular,Businessman,29647,Low,3,Satisfied
717200508,47,46-60,Male,5,Unknown,Single,CA,91750,no,yes,no,cellular,Govt,76066,High,3,Satisfied
717202083,46,46-60,Male,3,Uneducated,Married,CA,91750,no,yes,no,unknown,Selfemployeed,30882,Medium,5,Unknown
717202908,40,36-45,Male,2,High School,Single,CA,91750,no,no,no,cellular,Selfemployeed,55910,Medium,5,Unknown
717203958,40,36-45,Female,1,Uneducated,Married,TX,91750,no,no,no,cellular,Selfemployeed,16814,Low,2,Neutral
717206508,60,46-60,Female,0,Doctorate,Married,NY,91750,no,yes,yes,unknown,Selfemployeed,14975,Low,2,Neutral
717207408,53,46-60,Female,2,High School,Single,TX,91750,yes,yes,no,cellular,Businessman,34117,Medium,2,Neutral
717208833,54,46-60,Female,2,Graduate,Unknown,CA,91750,yes,no,no,cellular,Govt,31677,Medium,3,Satisfied
717211608,48,46-60,Male,3,Graduate,Married,CA,91750,no,no,no,cellular,Govt,77865,High,5,Unknown
717212958,45,36-45,Female,3,High School,Married,TX,91750,no,yes,no,cellular,Selfemployeed,35130,Medium,2,Neutral
717214158,26,26-35,Female,0,Unknown,Married,NY,91750,yes,no,no,cellular,Businessman,214227,High,5,Unknown
717217983,62,60+,Male,1,Graduate,Married,FL,91750,yes,no,no,cellular,Selfemployeed,98919,High,2,Neutral
717219933,53,46-60,Female,1,Graduate,Married,NY,91750,yes,no,no,cellular,Blue-collar,18647,Low,3,Satisfied
717222033,37,36-45,Female,1,Graduate,Single,CA,91750,yes,no,no,telephone,White-collar,56033,Medium,2,Neutral
717225258,44,36-45,Female,3,Graduate,Single,TX,91750,yes,yes,no,cellular,Retirees,26399,Low,2,Neutral
717229158,48,46-60,Female,2,Uneducated,Married,TX,91750,yes,yes,no,cellular,Retirees,17884,Low,5,Unknown
717231558,45,36-45,Male,4,Graduate,Married,NY,91750,no,no,no,cellular,Businessman,81141,High,2,Neutral
717233058,46,46-60,Female,2,Uneducated,Married,SC,91750,yes,yes,no,unknown,Selfemployeed,14975,Low,3,Satisfied
717234183,35,26-35,Female,1,Graduate,Unknown,TX,91750,no,yes,no,cellular,Selfemployeed,14975,Low,2,Neutral
717237708,31,26-35,Male,1,Uneducated,Married,FL,91750,yes,yes,no,cellular,Blue-collar,46707,Medium,2,Neutral
717239133,52,46-60,Female,2,Graduate,Single,TX,91750,no,yes,no,cellular,Businessman,45615,Medium,3,Satisfied
717241233,54,46-60,Male,1,Uneducated,Married,TX,91750,yes,yes,no,cellular,Businessman,152103,High,2,Neutral
717242058,42,36-45,Female,4,Unknown,Married,NY,91750,yes,no,no,cellular,White-collar,22149,Low,5,Unknown
717244683,55,46-60,Male,1,High School,Married,NJ,91750,no,no,no,cellular,White-collar,103510,High,2,Neutral
717247383,40,36-45,Male,4,Graduate,Married,NY,91750,no,no,no,cellular,White-collar,78371,High,5,Unknown
717248583,41,36-45,Male,4,Graduate,Married,TX,91750,no,yes,no,cellular,Selfemployeed,108365,High,3,Satisfied
717249783,50,46-60,Female,1,Uneducated,Married,NY,91750,no,no,yes,cellular,Businessman,18723,Low,5,Unknown
717251508,50,46-60,Male,1,Unknown,Married,CA,90250,no,no,no,cellular,Businessman,152160,High,3,Satisfied
717252483,44,36-45,Female,4,Uneducated,Single,CA,91750,no,no,no,cellular,Govt,23329,Low,3,Satisfied
717255333,44,36-45,Female,4,Graduate,Married,CA,91750,yes,yes,yes,cellular,Blue-collar,31904,Medium,2,Neutral
717257658,50,46-60,Male,2,Graduate,Married,AK,99504,yes,yes,no,cellular,Businessman,109458,High,3,Satisfied
717260058,38,36-45,Female,3,High School,Single,TX,91750,no,yes,no,cellular,Selfemployeed,14975,Low,5,Unknown
717261708,36,36-45,Female,4,Graduate,Married,CA,91750,no,yes,no,unknown,Selfemployeed,14975,Low,3,Satisfied
717262833,42,36-45,Male,3,Uneducated,Married,TX,91750,no,yes,no,cellular,Selfemployeed,58507,Medium,2,Neutral
717265983,37,36-45,Female,1,Graduate,Single,CA,91750,yes,yes,no,cellular,Blue-collar,41477,Medium,3,Satisfied
717267108,46,46-60,Female,4,Uneducated,Married,FL,91750,no,no,no,cellular,Selfemployeed,20948,Low,5,Unknown
717268458,38,36-45,Female,3,Graduate,Married,CA,91750,no,no,no,cellular,Selfemployeed,19091,Low,5,Unknown
717271983,57,46-60,Female,2,Graduate,Married,NY,91750,no,yes,no,cellular,Govt,35790,Medium,3,Satisfied
717273333,58,46-60,Male,4,High School,Married,TX,91750,yes,yes,no,cellular,Blue-collar,69196,Medium,3,Satisfied
717276708,38,36-45,Female,1,Graduate,Single,TX,91750,yes,no,no,cellular,Selfemployeed,14866,Low,3,Satisfied
717277833,43,36-45,Female,3,Unknown,Single,TX,91750,yes,no,yes,cellular,White-collar,25026,Low,3,Satisfied
717278808,49,46-60,Male,4,Graduate,Unknown,NY,91750,no,no,no,unknown,Retirees,38164,Medium,2,Neutral
717280158,38,36-45,Female,2,Graduate,Single,CA,91750,no,yes,no,cellular,Businessman,36439,Medium,3,Satisfied
717281658,52,46-60,Male,1,Unknown,Married,TX,91750,no,yes,no,cellular,White-collar,46022,Medium,5,Unknown
717283008,36,36-45,Female,2,Graduate,Single,CA,90302,no,no,no,unknown,Businessman,207170,High,3,Satisfied
717284133,26,26-35,Male,0,Graduate,Single,NY,91750,no,no,no,cellular,Govt,66732,Medium,2,Neutral
717287883,47,46-60,Female,3,High School,Single,CA,91750,yes,yes,no,cellular,Selfemployeed,14975,Low,2,Neutral
717291333,40,36-45,Female,3,Uneducated,Married,TX,91750,yes,yes,no,unknown,Businessman,200705,High,2,Neutral
717292758,33,26-35,Female,3,Post-Graduate,Unknown,NY,91750,yes,yes,no,cellular,Selfemployeed,8250,Low,2,Neutral
717295683,55,46-60,Female,2,Unknown,Married,NY,91750,no,no,no,unknown,Selfemployeed,14975,Low,3,Satisfied
717296808,38,36-45,Female,3,High School,Single,TX,91750,no,yes,no,unknown,Selfemployeed,14975,Low,2,Neutral
717297708,56,46-60,Male,2,Uneducated,Married,NY,91750,no,no,no,cellular,Govt,62614,Medium,5,Unknown
717299958,55,46-60,Female,1,Unknown,Married,CA,91750,no,yes,no,cellular,Retirees,52804,Medium,5,Unknown
717301908,41,36-45,Female,4,Uneducated,Single,NJ,91750,no,no,no,cellular,Retirees,19502,Low,5,Unknown
717307158,41,36-45,Male,4,High School,Unknown,CA,91750,no,no,no,cellular,Govt,98096,High,2,Neutral
717308433,44,36-45,Female,3,Graduate,Single,UT,91750,no,no,no,cellular,Selfemployeed,24262,Low,5,Unknown
717310458,64,60+,Female,1,Graduate,Single,NY,91750,no,yes,yes,unknown,White-collar,33837,Medium,3,Satisfied
717316008,48,46-60,Female,2,High School,Married,NY,91750,yes,no,no,cellular,Businessman,192767,High,5,Unknown
717321783,48,46-60,Female,2,Graduate,Married,CA,91750,no,no,no,unknown,Selfemployeed,14975,Low,2,Neutral
717322833,44,36-45,Female,2,Uneducated,Married,CA,91750,no,no,no,cellular,Selfemployeed,14975,Low,3,Satisfied
717324183,46,46-60,Male,2,Graduate,Unknown,TX,91750,no,no,no,cellular,Businessman,183952,High,5,Unknown
717325158,50,46-60,Male,3,Graduate,Single,TX,91750,no,yes,no,cellular,Selfemployeed,64319,Medium,2,Neutral
717327783,54,46-60,Female,1,High School,Married,NY,91750,no,no,no,unknown,Selfemployeed,32211,Medium,5,Unknown
717331758,45,36-45,Male,3,Post-Graduate,Married,TX,91750,no,yes,no,cellular,White-collar,54387,Medium,5,Unknown
717332733,38,36-45,Female,1,Post-Graduate,Single,NY,91750,no,no,yes,cellular,Govt,33007,Medium,5,Unknown
717334233,29,26-35,Male,1,Graduate,Single,FL,91750,yes,no,no,cellular,Businessman,79065,High,5,Unknown
717336408,46,46-60,Female,2,High School,Married,CA,91750,yes,no,no,cellular,Retirees,27817,Low,2,Neutral
717338733,38,36-45,Female,3,Graduate,Single,TX,91750,yes,yes,no,telephone,Govt,32579,Medium,1,Unsatisfied
717340608,51,46-60,Male,3,Doctorate,Married,NJ,91750,yes,no,no,telephone,Govt,106848,High,3,Satisfied
717343833,44,36-45,Male,2,High School,Unknown,TX,91750,yes,yes,no,cellular,Retirees,66487,Medium,3,Satisfied
717346833,56,46-60,Female,4,High School,Married,NJ,91750,no,no,no,cellular,Selfemployeed,41757,Medium,1,Unsatisfied
717348258,50,46-60,Female,4,High School,Married,CA,91750,no,yes,no,unknown,Selfemployeed,28621,Low,3,Satisfied
717353433,38,36-45,Male,1,High School,Single,TX,91750,yes,yes,no,cellular,White-collar,122987,High,1,Unsatisfied
717354558,54,46-60,Female,1,Graduate,Single,CA,91750,yes,no,no,cellular,Selfemployeed,1250,Low,1,Unsatisfied
717355533,41,36-45,Male,4,High School,Married,CA,90025,no,no,no,telephone,Businessman,140176,High,2,Neutral
717358158,48,46-60,Female,4,Graduate,Unknown,TX,91750,no,no,no,unknown,Businessman,35572,Medium,3,Satisfied
717359208,58,46-60,Female,0,Graduate,Single,NY,91750,no,no,no,cellular,Businessman,48269,Medium,2,Neutral
717364458,40,36-45,Female,4,High School,Married,CA,91750,yes,no,no,cellular,Retirees,20769,Low,3,Satisfied
717365958,54,46-60,Male,1,Uneducated,Single,TX,91750,yes,no,no,cellular,Selfemployeed,77305,High,1,Unsatisfied
717368208,54,46-60,Female,1,High School,Single,TX,91750,yes,no,no,cellular,Businessman,22312,Low,3,Satisfied
717370533,40,36-45,Male,3,Graduate,Single,SC,91750,no,no,no,cellular,Retirees,101039,High,2,Neutral
717371583,43,36-45,Female,2,High School,Married,FL,91750,no,yes,no,telephone,Blue-collar,19118,Low,1,Unsatisfied
717374358,48,46-60,Female,3,High School,Unknown,TX,91750,yes,yes,no,telephone,Govt,22715,Low,3,Satisfied
717376758,45,36-45,Male,3,Graduate,Married,CA,91750,no,no,no,cellular,Businessman,50497,Medium,3,Satisfied
717380133,53,46-60,Female,1,High School,Married,TX,91750,no,yes,no,cellular,Businessman,53945,Medium,3,Satisfied
717381183,54,46-60,Male,2,Graduate,Single,FL,91750,no,no,no,cellular,Businessman,66197,Medium,3,Satisfied
717382608,51,46-60,Male,2,Graduate,Married,TX,91750,no,yes,no,cellular,Businessman,116832,High,1,Unsatisfied
717384183,49,46-60,Male,4,Uneducated,Single,TX,91750,yes,yes,no,telephone,Blue-collar,82060,High,2,Neutral
717385083,59,46-60,Male,0,High School,Married,CA,91750,yes,no,yes,cellular,Businessman,79478,High,3,Satisfied
717385983,61,60+,Female,0,Unknown,Unknown,NY,91750,yes,no,no,telephone,Selfemployeed,14975,Low,1,Unsatisfied
717387933,42,36-45,Female,3,High School,Married,CA,91750,no,no,no,cellular,White-collar,43319,Medium,3,Satisfied
717389433,35,26-35,Female,2,Graduate,Married,NY,91750,yes,yes,no,cellular,Businessman,39684,Medium,1,Unsatisfied
717390408,51,46-60,Male,4,High School,Married,CA,91750,no,yes,no,cellular,Govt,105317,High,3,Satisfied
717392358,38,36-45,Female,3,Uneducated,Married,FL,91750,yes,no,no,cellular,Selfemployeed,15720,Low,3,Satisfied
717395733,39,36-45,Male,2,Uneducated,Married,FL,91750,yes,yes,yes,cellular,White-collar,66172,Medium,3,Satisfied
717397983,52,46-60,Male,3,Unknown,Single,TX,91750,no,yes,no,cellular,Govt,105060,High,1,Unsatisfied
717399183,39,36-45,Female,4,Graduate,Single,CA,91750,no,yes,no,cellular,Selfemployeed,32371,Medium,3,Satisfied
717400533,37,36-45,Male,3,High School,Single,CA,91750,no,no,no,cellular,Blue-collar,80663,High,3,Satisfied
717401883,42,36-45,Female,3,Graduate,Single,TX,91750,yes,no,no,cellular,Selfemployeed,14975,Low,2,Neutral
717403158,52,46-60,Male,1,High School,Married,IA,91750,no,no,no,unknown,Businessman,155969,High,2,Neutral
717405408,45,36-45,Female,3,High School,Married,NY,91750,yes,no,yes,cellular,White-collar,51632,Medium,3,Satisfied
717406983,43,36-45,Male,3,Graduate,Married,FL,91750,no,yes,yes,cellular,Businessman,114001,High,1,Unsatisfied
717409533,61,60+,Female,0,Post-Graduate,Married,NJ,91750,yes,no,no,cellular,Govt,32782,Medium,3,Satisfied
717410508,37,36-45,Female,2,Uneducated,Single,CA,91750,yes,yes,no,cellular,Govt,36254,Medium,3,Satisfied
717411483,38,36-45,Female,2,Unknown,Married,TX,91750,no,no,no,cellular,Retirees,41146,Medium,1,Unsatisfied
717412608,53,46-60,Female,2,Graduate,Single,TX,91750,yes,yes,no,unknown,Selfemployeed,2565,Low,3,Satisfied
717413658,31,26-35,Female,0,Graduate,Married,CA,91750,yes,yes,no,unknown,Retirees,19681,Low,2,Neutral
717414933,49,46-60,Female,3,Graduate,Unknown,CA,91750,yes,no,no,cellular,Businessman,42671,Medium,1,Unsatisfied
717418158,44,36-45,Female,1,Unknown,Married,FL,91750,no,no,no,cellular,Selfemployeed,10405,Low,1,Unsatisfied
717420333,38,36-45,Female,1,Doctorate,Single,NY,91750,no,yes,no,unknown,Businessman,31644,Medium,3,Satisfied
717424458,52,46-60,Female,3,High School,Married,FL,91750,no,no,no,cellular,Selfemployeed,8250,Low,3,Satisfied
717427983,44,36-45,Female,4,Unknown,Married,TX,91750,no,yes,no,cellular,Govt,31451,Medium,3,Satisfied
717429258,65,60+,Female,0,Graduate,Single,CA,91750,yes,yes,no,cellular,Selfemployeed,27787,Low,1,Unsatisfied
717432933,49,46-60,Male,4,Uneducated,Married,TX,91750,no,no,no,cellular,Govt,69729,Medium,1,Unsatisfied
717437058,49,46-60,Female,2,Graduate,Single,FL,91750,no,no,no,cellular,White-collar,22828,Low,1,Unsatisfied
717439983,41,36-45,Male,2,Uneducated,Married,TX,91750,no,no,no,unknown,Govt,112966,High,3,Satisfied
717442758,41,36-45,Male,4,Post-Graduate,Married,TX,91750,yes,no,yes,cellular,White-collar,51529,Medium,3,Satisfied
717443658,42,36-45,Male,2,Graduate,Married,NY,91750,yes,no,no,cellular,Govt,75183,High,2,Neutral
717444558,43,36-45,Male,0,High School,Single,TX,91750,yes,no,yes,cellular,Retirees,96698,High,2,Neutral
717446208,44,36-45,Male,1,Graduate,Married,FL,91750,no,no,no,cellular,Retirees,92426,High,2,Neutral
717448383,64,60+,Male,0,Graduate,Single,NY,91750,yes,yes,no,cellular,White-collar,25780,Low,2,Neutral
717450633,33,26-35,Female,3,Graduate,Single,FL,91750,no,yes,no,cellular,Govt,18488,Low,1,Unsatisfied
717451833,46,46-60,Male,4,Unknown,Married,SC,91750,yes,no,yes,cellular,Blue-collar,68165,Medium,2,Neutral
717457008,44,36-45,Male,5,Unknown,Single,FL,91750,yes,yes,no,cellular,Businessman,109682,High,3,Satisfied
717461283,55,46-60,Female,2,Graduate,Single,CA,91750,yes,yes,yes,cellular,Blue-collar,21065,Low,3,Satisfied
717463608,45,36-45,Male,3,Unknown,Single,CA,91750,no,no,yes,cellular,Businessman,50707,Medium,3,Satisfied
717464958,36,36-45,Female,1,Graduate,Single,NY,91750,yes,no,no,cellular,Businessman,171082,High,2,Neutral
717466158,42,36-45,Male,4,Graduate,Single,NY,91750,no,no,no,cellular,Selfemployeed,83685,High,1,Unsatisfied
717469158,57,46-60,Female,3,High School,Single,NY,91750,yes,yes,yes,cellular,Selfemployeed,14975,Low,3,Satisfied
717471933,50,46-60,Male,1,Doctorate,Single,CA,91750,yes,no,no,cellular,Govt,112056,High,2,Neutral
717472833,46,46-60,Male,3,High School,Single,CA,91750,no,no,yes,cellular,Govt,55306,Medium,3,Satisfied
717477783,35,26-35,Female,1,Graduate,Single,NY,91750,no,yes,no,cellular,Selfemployeed,14975,Low,3,Satisfied
717478983,43,36-45,Female,4,Graduate,Single,FL,91750,no,yes,yes,unknown,Retirees,31602,Medium,2,Neutral
717480783,40,36-45,Male,3,Graduate,Single,CA,90250,yes,yes,no,cellular,Businessman,203834,High,1,Unsatisfied
717482658,62,60+,Male,1,Graduate,Single,CA,90250,yes,no,no,cellular,Businessman,171190,High,3,Satisfied
717483558,29,26-35,Female,1,High School,Single,NY,91750,no,yes,no,telephone,Retirees,38657,Medium,3,Satisfied
717487983,45,36-45,Female,5,Unknown,Single,TX,91750,yes,no,no,cellular,Govt,20963,Low,1,Unsatisfied
717489033,51,46-60,Female,4,Uneducated,Unknown,NY,91750,yes,no,no,cellular,Blue-collar,31083,Medium,1,Unsatisfied
717490008,49,46-60,Female,2,Unknown,Married,CA,91750,no,no,no,cellular,Retirees,56362,Medium,1,Unsatisfied
717491058,63,60+,Male,0,Doctorate,Single,NJ,91750,no,yes,no,cellular,White-collar,47560,Medium,2,Neutral
717494358,46,46-60,Female,4,Doctorate,Married,NY,91750,no,no,no,cellular,Businessman,198832,High,1,Unsatisfied
717495258,49,46-60,Female,3,Uneducated,Married,TX,91750,no,yes,yes,cellular,Selfemployeed,17885,Low,1,Unsatisfied
717499083,51,46-60,Female,3,Uneducated,Married,TX,91750,no,yes,no,cellular,Selfemployeed,34199,Medium,3,Satisfied
717500133,51,46-60,Female,3,High School,Single,FL,91750,no,no,no,unknown,Govt,54860,Medium,1,Unsatisfied
717502083,49,46-60,Female,2,Post-Graduate,Single,CA,91750,no,no,no,unknown,Govt,31787,Medium,3,Satisfied
717504258,28,26-35,Male,0,Uneducated,Single,FL,91750,yes,no,no,unknown,Selfemployeed,14975,Low,2,Neutral
717511533,57,46-60,Female,3,Graduate,Unknown,FL,91750,no,yes,no,telephone,Blue-collar,33756,Medium,2,Neutral
717513933,43,36-45,Male,3,Uneducated,Married,TX,91750,no,yes,no,cellular,White-collar,103302,High,3,Satisfied
717516333,46,46-60,Male,5,Uneducated,Single,NY,91750,yes,yes,no,cellular,Selfemployeed,50993,Medium,1,Unsatisfied
717517758,53,46-60,Female,2,Graduate,Single,CA,91750,no,no,no,unknown,Govt,25292,Low,2,Neutral
717518733,40,36-45,Male,3,High School,Unknown,CA,91750,yes,yes,no,cellular,Govt,101790,High,2,Neutral
717521508,55,46-60,Male,2,Unknown,Single,CA,91750,no,yes,no,cellular,Govt,101386,High,1,Unsatisfied
717524433,42,36-45,Male,4,High School,Married,NY,91750,no,yes,no,telephone,Businessman,74712,High,1,Unsatisfied
717529233,55,46-60,Male,2,High School,Married,NJ,91750,yes,no,no,cellular,Selfemployeed,80685,High,1,Unsatisfied
717531483,52,46-60,Male,2,Graduate,Married,TX,91750,yes,yes,no,telephone,Businessman,62864,Medium,2,Neutral
717534108,48,46-60,Male,1,Unknown,Married,CA,91750,no,yes,no,cellular,Blue-collar,61612,Medium,3,Satisfied
717535083,59,46-60,Male,0,Graduate,Single,NJ,91750,no,yes,no,unknown,Businessman,101944,High,1,Unsatisfied
717538683,42,36-45,Female,3,Graduate,Single,CA,91750,no,yes,no,cellular,Govt,35494,Medium,1,Unsatisfied
717539808,60,46-60,Female,1,Graduate,Married,NY,91750,no,yes,yes,cellular,Selfemployeed,11144,Low,1,Unsatisfied
717541308,46,46-60,Male,3,Graduate,Married,TX,91750,yes,yes,no,cellular,White-collar,80642,High,1,Unsatisfied
717545808,42,36-45,Male,2,Graduate,Single,FL,91750,yes,yes,yes,cellular,Blue-collar,68261,Medium,2,Neutral
717547383,44,36-45,Female,3,Unknown,Single,CA,91750,yes,no,no,cellular,Blue-collar,54553,Medium,3,Satisfied
717548358,51,46-60,Female,2,Graduate,Single,NY,91750,no,yes,no,unknown,Selfemployeed,14975,Low,3,Satisfied
717549408,50,46-60,Female,2,High School,Married,CA,91750,no,yes,no,cellular,Govt,34280,Medium,1,Unsatisfied
717551358,46,46-60,Female,3,Graduate,Unknown,CA,91750,yes,yes,no,unknown,Selfemployeed,24757,Low,3,Satisfied
717553683,49,46-60,Male,2,Graduate,Married,FL,91750,no,no,no,telephone,Govt,70637,High,3,Satisfied
717556758,44,36-45,Female,4,Unknown,Married,CA,90706,no,yes,yes,cellular,Businessman,190069,High,3,Satisfied
717559533,55,46-60,Male,2,High School,Single,TX,91750,no,yes,no,unknown,Govt,112162,High,3,Satisfied
717561108,42,36-45,Female,4,Graduate,Married,FL,91750,no,no,no,cellular,Selfemployeed,14975,Low,3,Satisfied
717565233,38,36-45,Male,1,Uneducated,Unknown,TX,91750,no,yes,no,unknown,White-collar,128500,High,1,Unsatisfied
717567333,45,36-45,Female,2,Post-Graduate,Single,CA,91750,yes,no,no,cellular,Selfemployeed,14975,Low,3,Satisfied
717568308,35,26-35,Male,0,High School,Married,CA,91750,no,no,no,cellular,Selfemployeed,58966,Medium,1,Unsatisfied
717569283,46,46-60,Male,4,High School,Unknown,FL,91750,yes,yes,no,cellular,Blue-collar,55255,Medium,3,Satisfied
717570258,43,36-45,Male,4,Graduate,Single,CA,91750,no,yes,no,cellular,Selfemployeed,63267,Medium,2,Neutral
717571683,47,46-60,Male,2,Unknown,Single,NY,91750,no,no,no,cellular,White-collar,67655,Medium,2,Neutral
717574683,54,46-60,Male,2,Graduate,Married,FL,91750,yes,no,yes,cellular,Businessman,76846,High,3,Satisfied
717575958,39,36-45,Female,2,Graduate,Single,CA,91750,yes,no,no,telephone,White-collar,26065,Low,3,Satisfied
717578358,35,26-35,Female,3,Graduate,Single,TX,91750,no,yes,no,unknown,Govt,58091,Medium,2,Neutral
717579258,49,46-60,Male,1,Graduate,Married,NY,91750,yes,no,no,cellular,White-collar,78094,High,2,Neutral
717580458,40,36-45,Male,3,Uneducated,Married,NJ,91750,no,no,no,cellular,Selfemployeed,108259,High,3,Satisfied
717581658,46,46-60,Female,4,Uneducated,Single,NY,91750,no,yes,no,unknown,Selfemployeed,14975,Low,3,Satisfied
717582558,47,46-60,Female,3,Uneducated,Single,NY,91750,yes,yes,no,cellular,Retirees,44134,Medium,3,Satisfied
717583908,33,26-35,Male,2,High School,Married,TX,91750,yes,yes,no,unknown,White-collar,105389,High,3,Satisfied
717585858,28,26-35,Female,0,Unknown,Single,CA,91750,no,yes,no,cellular,White-collar,32534,Medium,3,Satisfied
717591483,26,26-35,Female,1,Graduate,Single,FL,91750,yes,yes,no,cellular,Retirees,18561,Low,3,Satisfied
717592758,47,46-60,Female,4,High School,Married,CA,91750,no,no,no,unknown,Businessman,27097,Low,3,Satisfied
717595908,48,46-60,Female,4,Doctorate,Unknown,NY,91750,no,no,no,cellular,Selfemployeed,14975,Low,3,Satisfied
717596883,44,36-45,Male,3,Uneducated,Married,CA,91750,no,no,no,cellular,Blue-collar,97145,High,2,Neutral
717599283,38,36-45,Female,2,Uneducated,Single,FL,91750,no,no,no,unknown,Selfemployeed,16988,Low,3,Satisfied
717600483,52,46-60,Male,3,High School,Unknown,NE,91750,yes,yes,no,cellular,Blue-collar,103047,High,3,Satisfied
717602733,46,46-60,Male,3,High School,Single,MO,91750,no,no,no,cellular,White-collar,52309,Medium,1,Unsatisfied
717603858,53,46-60,Female,2,Unknown,Married,TX,91750,no,yes,yes,cellular,Govt,57811,Medium,3,Satisfied
717609633,47,46-60,Male,4,Graduate,Married,FL,91750,no,yes,yes,cellular,Blue-collar,51453,Medium,1,Unsatisfied
717613233,43,36-45,Female,5,Graduate,Single,CA,91750,no,yes,no,cellular,Govt,20884,Low,3,Satisfied
717621333,46,46-60,Male,1,Unknown,Married,NJ,91750,no,no,no,cellular,White-collar,69960,Medium,3,Satisfied
717622308,38,36-45,Male,3,Graduate,Single,FL,91750,yes,no,no,cellular,Blue-collar,54507,Medium,1,Unsatisfied
717623583,53,46-60,Female,1,Uneducated,Married,TX,91750,no,yes,no,cellular,Businessman,31336,Medium,2,Neutral
717624708,59,46-60,Female,2,High School,Married,CA,91750,no,yes,no,cellular,Retirees,30335,Medium,3,Satisfied
717626508,60,46-60,Male,1,Graduate,Married,FL,91750,no,no,no,unknown,White-collar,99827,High,1,Unsatisfied
717627333,43,36-45,Female,2,Uneducated,Married,NY,91750,yes,no,no,unknown,Blue-collar,12497,Low,1,Unsatisfied
717628608,41,36-45,Female,3,Doctorate,Single,CA,91750,yes,yes,no,cellular,White-collar,29882,Low,3,Satisfied
717631008,40,36-45,Female,3,High School,Married,CA,91750,no,no,no,unknown,Govt,17799,Low,3,Satisfied
717631908,47,46-60,Male,4,Graduate,Married,TX,91750,no,no,no,cellular,Blue-collar,114652,High,2,Neutral
717636933,45,36-45,Male,4,Graduate,Single,CA,91750,yes,yes,yes,cellular,White-collar,38559,Medium,2,Neutral
717637908,57,46-60,Male,2,Uneducated,Unknown,TX,91750,no,yes,no,cellular,Blue-collar,87071,High,1,Unsatisfied
